LotFrontage,LotArea,LandContour,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SalePrice
70,8120,Lvl,1Fam,1Story,4,7,Gable,0,TA,Gd,TA,TA,No,ALQ,191,Unf,0,673,864,Ex,864,0,0,864,0,0,1,0,3,1,TA,5,0,1994,Unf,2,463,TA,TA,0,0,0,0,0,0,0,124500
60,8172,Lvl,1Fam,1.5Fin,4,6,Gable,0,TA,TA,TA,TA,No,Unf,0,Unf,0,941,941,Ex,997,473,0,1470,0,0,2,0,4,1,TA,7,0,1958,Unf,1,548,TA,TA,0,0,0,0,156,0,0,135000
86,13286,Lvl,1Fam,1Story,9,5,Hip,340,Ex,TA,Ex,TA,No,GLQ,1234,Unf,0,464,1698,Ex,1698,0,0,1698,1,0,2,0,3,1,Ex,8,1,2007,Fin,3,768,TA,TA,327,64,0,0,0,0,0,320000
60,6960,Lvl,1Fam,1Story,4,6,Gable,0,TA,TA,TA,TA,No,ALQ,375,BLQ,239,250,864,TA,864,0,0,864,0,0,1,0,3,1,Gd,5,0,1989,Unf,2,660,TA,TA,96,0,0,0,0,0,500,120500
,21695,Lvl,1Fam,1Story,6,9,Hip,260,Gd,Gd,Gd,TA,No,GLQ,808,Unf,0,72,880,Ex,1680,0,0,1680,1,0,2,0,3,1,Gd,5,1,1988,Fin,2,540,TA,TA,292,44,0,182,0,0,0,222000
64,7314,Lvl,1Fam,1Story,7,5,Gable,82,Gd,TA,Gd,TA,Av,GLQ,724,Unf,0,508,1232,Ex,1232,0,0,1232,1,0,2,0,2,1,Gd,6,0,2007,RFn,2,632,TA,TA,132,0,0,0,0,0,0,194500
85,11475,Lvl,Duplex,1Story,5,5,Gable,95,TA,TA,TA,TA,No,Unf,0,Unf,0,1584,1584,TA,1776,0,0,1776,1,0,2,0,4,2,TA,9,0,1968,Unf,3,888,TA,TA,0,25,0,0,0,0,0,110000
52,6240,Lvl,1Fam,1.5Fin,4,5,Gable,0,TA,TA,TA,TA,No,BLQ,152,Unf,0,628,780,TA,848,0,360,1208,0,0,1,0,2,1,TA,5,0,1962,Unf,2,539,TA,TA,0,23,112,0,0,0,0,103000
39,5389,Lvl,TwnhsE,1Story,8,5,Gable,0,Gd,TA,Gd,TA,No,GLQ,1180,Unf,0,415,1595,Ex,1616,0,0,1616,1,0,2,0,2,1,Gd,5,1,1995,RFn,2,608,TA,TA,237,152,0,0,0,0,0,236500
73,9590,Lvl,1Fam,SLvl,7,5,Gable,442,Gd,TA,Ex,TA,Av,GLQ,786,Unf,0,82,868,Ex,1146,0,0,1146,1,0,2,0,3,1,Gd,6,1,2003,Fin,2,438,TA,TA,160,22,0,0,0,0,0,187500
75,11404,Lvl,1Fam,2Story,7,5,Gable,202,Gd,TA,Gd,TA,Av,ALQ,252,Unf,0,901,1153,Ex,1153,878,0,2031,0,0,2,1,3,1,Gd,8,1,1998,Fin,2,541,TA,TA,192,84,0,0,0,0,0,222500
80,10000,Lvl,1Fam,1Story,5,6,Hip,0,TA,TA,TA,TA,No,BLQ,594,Unf,0,270,864,Ex,1144,0,0,1144,1,0,1,0,3,1,TA,6,1,1961,RFn,1,264,TA,TA,165,0,0,0,0,0,400,131400
,8978,Lvl,1Fam,1Story,5,5,Gable,0,TA,TA,TA,TA,No,Unf,0,Unf,0,948,948,TA,948,0,0,948,0,0,1,0,3,1,TA,6,0,1968,Unf,1,300,TA,TA,147,0,0,0,0,0,0,108000
60,10800,Lvl,1Fam,2.5Unf,7,7,Gable,0,TA,TA,Gd,TA,Mn,Rec,390,Unf,0,490,880,Fa,880,888,0,1768,0,0,1,1,2,1,TA,6,2,1914,Unf,2,320,TA,TA,0,341,0,0,0,0,0,163000
60,8544,Lvl,Duplex,1Story,3,4,Gable,0,TA,TA,,,,,0,,0,0,0,Gd,1040,0,0,1040,0,0,2,0,2,2,TA,6,0,1949,Unf,2,400,TA,TA,0,0,0,0,0,0,0,93500
72,10463,HLS,1Fam,2Story,8,5,Gable,0,Gd,TA,Gd,TA,No,Unf,0,Unf,0,893,893,Ex,901,900,0,1801,0,0,2,1,3,1,Gd,8,1,2005,Fin,3,800,TA,TA,0,116,0,0,0,0,0,239900
60,10800,Lvl,Duplex,1Story,5,5,Gable,0,TA,TA,Gd,Gd,Gd,GLQ,1200,Unf,0,0,1200,TA,1200,0,0,1200,3,0,3,0,3,1,TA,5,0,,,0,0,,,120,0,0,0,0,0,0,179000
65,9313,Lvl,1Fam,2Story,7,5,Gable,0,Gd,TA,Gd,TA,No,Unf,0,Unf,0,864,864,Ex,864,864,0,1728,0,0,2,1,3,1,Gd,7,0,2004,RFn,2,572,TA,TA,187,56,0,0,0,0,0,190000
60,9600,Lvl,1Fam,2Story,5,7,Gable,0,TA,Gd,Fa,Fa,No,Unf,0,Unf,0,264,264,Ex,768,664,0,1432,0,0,2,0,2,1,TA,7,0,1910,Unf,2,360,TA,Gd,270,0,112,0,0,0,0,132000
65,6768,Lvl,1Fam,1Story,6,8,Hip,0,TA,Gd,TA,TA,Mn,GLQ,832,Unf,0,80,912,Gd,912,0,0,912,1,1,1,0,3,1,Gd,5,0,1962,Unf,1,288,TA,TA,168,0,0,0,0,0,0,142000
65,8450,Lvl,1Fam,1Story,7,5,Gable,108,TA,TA,Gd,TA,No,Unf,0,Unf,0,1349,1349,Ex,1349,0,0,1349,0,0,2,0,3,1,TA,6,0,2000,Unf,2,539,TA,TA,120,55,0,0,0,0,0,179000
70,12886,Lvl,1Fam,SLvl,5,6,Gable,0,TA,TA,Gd,TA,Av,ALQ,444,Unf,0,76,520,Ex,1464,0,0,1464,0,1,2,0,3,1,TA,6,1,1997,RFn,2,480,TA,TA,302,0,0,0,100,0,0,175000
41,5395,HLS,TwnhsE,1Story,8,5,Gable,0,Gd,TA,Gd,TA,No,GLQ,733,Unf,0,604,1337,Gd,1337,0,0,1337,1,0,2,0,2,1,Gd,5,1,1993,RFn,2,462,TA,TA,96,0,70,168,0,0,0,180000
,8963,Lvl,1Fam,2Story,8,9,Hip,289,Ex,Gd,TA,Gd,No,GLQ,575,ALQ,80,487,1142,Ex,1175,1540,0,2715,0,1,3,1,4,1,Gd,11,2,1994,Fin,2,831,TA,TA,0,204,0,0,0,0,0,299800
,8795,Lvl,1Fam,2Story,7,5,Gable,0,Gd,TA,Gd,TA,No,GLQ,300,Unf,0,652,952,Ex,980,1276,0,2256,0,0,2,1,4,1,Gd,8,1,2000,Fin,2,554,TA,TA,224,54,0,0,0,0,0,236000
65,11700,Lvl,1Fam,2Story,7,7,Mansard,0,Gd,TA,TA,Fa,No,Unf,0,Unf,0,1240,1240,TA,1320,1320,0,2640,0,0,1,1,4,1,Gd,8,1,1950,Unf,4,864,TA,TA,181,0,386,0,0,0,0,265979
59,10593,Lvl,1Fam,1Story,7,5,Hip,338,Gd,TA,Gd,TA,No,GLQ,919,Unf,0,801,1720,Ex,1720,0,0,1720,1,0,2,0,3,1,Gd,7,1,1996,Fin,2,527,TA,TA,240,56,154,0,0,0,0,260400
50,8405,Lvl,1Fam,1.5Fin,4,3,Gable,0,TA,TA,,,,,0,,0,0,0,TA,1088,441,0,1529,0,0,2,0,4,1,TA,9,0,1945,Unf,1,240,TA,TA,92,0,185,0,0,0,0,98000
55,8800,Lvl,1Fam,1.5Fin,4,7,Gable,0,TA,TA,TA,Fa,No,Unf,0,Unf,0,576,576,Gd,792,348,0,1140,0,0,1,0,3,1,TA,7,0,,,0,0,,,0,160,0,0,0,0,0,96500
,7750,Lvl,1Fam,2Story,7,5,Gable,0,Gd,TA,Gd,TA,No,Unf,0,Unf,0,660,660,Ex,660,660,0,1320,0,0,2,1,3,1,Gd,6,0,2003,Fin,2,400,TA,TA,0,48,0,0,0,0,0,162000
79,9236,Lvl,1Fam,1Story,6,5,Gable,0,TA,Gd,Gd,TA,Gd,GLQ,1200,Unf,0,279,1479,Ex,1494,0,0,1494,1,0,2,0,3,1,Gd,6,0,1997,RFn,2,576,TA,TA,168,27,0,0,0,0,0,217000
80,10240,Lvl,1Fam,2Story,8,5,Gable,178,Gd,TA,Gd,TA,Mn,Unf,0,Unf,0,1030,1030,Gd,1038,1060,0,2098,0,0,2,1,3,1,Ex,8,1,2005,RFn,3,878,TA,TA,192,52,0,0,0,0,0,275500
61,7930,Lvl,1Fam,1Story,6,8,Gable,0,TA,TA,TA,TA,No,GLQ,439,LwQ,472,115,1026,Gd,1026,0,0,1026,1,0,1,0,3,1,Gd,5,0,1969,RFn,2,440,TA,TA,171,48,0,0,0,0,0,156000
34,3230,Lvl,TwnhsE,2Story,6,5,Gable,894,TA,TA,Gd,TA,No,GLQ,381,Unf,0,348,729,Gd,742,729,0,1471,0,0,2,1,3,1,TA,6,0,1999,Unf,2,440,TA,TA,0,24,0,0,0,0,0,172500
68,10769,Lvl,1Fam,2Story,8,5,Gable,0,Gd,TA,Gd,TA,Av,GLQ,20,Unf,0,846,866,Ex,866,902,0,1768,0,0,2,1,3,1,Gd,7,0,2007,RFn,2,578,TA,TA,144,105,0,0,0,0,0,212000
,11616,Lvl,1Fam,2Story,6,5,Hip,328,TA,TA,TA,TA,Mn,Rec,438,Unf,0,234,672,TA,672,714,0,1386,0,0,2,1,3,1,TA,6,1,1978,Fin,2,440,TA,TA,335,0,0,0,0,0,0,158900
24,2280,Lvl,Twnhs,2Story,7,5,Gable,360,TA,TA,Gd,TA,No,ALQ,549,Unf,0,195,744,Gd,757,744,0,1501,0,0,2,1,3,1,TA,6,0,1999,Unf,2,440,TA,TA,0,0,0,0,0,0,0,179400
65,12257,Lvl,1Fam,2Story,8,5,Gable,513,Gd,TA,Gd,TA,Av,LwQ,56,ALQ,64,1198,1318,Ex,1328,1203,0,2531,0,0,2,1,4,1,Gd,9,1,1995,RFn,3,752,TA,TA,222,98,0,0,0,0,0,290000
70,9100,Lvl,1Fam,1Story,6,6,Hip,0,TA,TA,TA,TA,No,Rec,612,Unf,0,252,864,Ex,864,0,0,864,0,0,1,0,2,1,TA,5,0,2008,Unf,1,300,Ex,Ex,0,0,0,0,0,0,450,127500
60,6911,Lvl,1Fam,1Story,5,5,Gable,0,TA,TA,TA,TA,Mn,LwQ,405,Unf,0,740,1145,TA,1301,0,0,1301,0,0,1,0,2,1,Fa,5,0,1965,Unf,2,440,TA,TA,0,0,0,0,0,0,0,100000
72,8640,Lvl,1Fam,2Story,7,5,Gable,0,TA,TA,Gd,TA,Mn,GLQ,24,Unf,0,732,756,Ex,764,783,0,1547,0,0,2,1,3,1,Gd,7,0,2009,Unf,2,614,TA,TA,169,45,0,0,0,0,0,215200
82,9430,Lvl,1Fam,2Story,8,5,Gable,673,Gd,TA,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252,Ex,1268,1097,0,2365,1,0,2,1,3,1,Gd,8,1,1999,RFn,3,856,TA,TA,0,128,0,0,180,0,0,337000
30,9549,Lvl,TwnhsE,1Story,8,5,Hip,0,Gd,Gd,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,Ex,1494,0,0,1494,1,0,1,1,2,1,Ex,6,1,1995,Fin,2,481,TA,TA,0,30,0,0,216,0,0,270000
75,14587,Lvl,1Fam,1Story,9,5,Gable,284,Gd,TA,Gd,TA,No,Unf,0,Unf,0,1498,1498,Ex,1506,0,0,1506,0,0,2,0,2,1,Ex,6,1,2008,Fin,2,592,TA,TA,0,174,0,0,0,0,0,264132
80,10421,Lvl,1Fam,2Story,7,5,Gable,42,TA,TA,Gd,TA,No,GLQ,394,Unf,0,586,980,TA,980,734,0,1714,0,0,2,1,3,1,TA,7,1,1988,Unf,2,496,TA,TA,228,66,156,0,0,0,500,196500
75,12508,Lvl,1Fam,1.5Fin,6,7,Gable,0,TA,TA,Gd,TA,Mn,ALQ,660,Unf,0,323,983,Ex,983,767,0,1750,1,0,2,0,4,1,TA,7,0,1989,Unf,1,423,TA,TA,245,0,156,0,0,0,1300,160000
70,9100,Lvl,1Fam,1Story,7,5,Hip,0,Gd,TA,Gd,TA,No,GLQ,24,Unf,0,1836,1860,Ex,1836,0,0,1836,0,0,2,0,3,1,Gd,8,1,2004,Fin,2,484,TA,TA,120,33,0,0,0,0,0,216837
47,53504,HLS,1Fam,2Story,8,5,Hip,603,Ex,TA,Gd,TA,Gd,ALQ,1416,Unf,0,234,1650,Ex,1690,1589,0,3279,1,0,3,1,4,1,Ex,12,1,2003,Fin,3,841,TA,TA,503,36,0,0,210,0,0,538000
,7252,Lvl,1Fam,SFoyer,5,5,Hip,0,TA,TA,Gd,TA,Av,GLQ,685,Unf,0,173,858,TA,858,0,0,858,1,0,1,0,2,1,TA,5,0,1983,Unf,2,576,TA,TA,120,0,0,0,0,0,0,134900
67,8877,Lvl,1Fam,1Story,4,5,Gable,0,TA,TA,Fa,Fa,No,LwQ,836,Unf,0,0,836,TA,1220,0,0,1220,0,0,1,0,2,1,TA,6,0,1951,Unf,2,396,TA,TA,0,0,0,0,0,0,0,102000
94,7819,Lvl,1Fam,SLvl,6,5,Gable,0,TA,TA,TA,TA,Av,ALQ,422,BLQ,127,480,1029,TA,1117,0,0,1117,1,0,1,0,3,1,TA,6,1,1976,Unf,2,672,TA,TA,144,0,0,0,0,0,0,107000
70,10150,Lvl,1Fam,1Story,5,5,Gable,1,TA,TA,TA,TA,No,Rec,456,Unf,0,456,912,Ex,912,0,0,912,0,0,1,0,2,1,TA,5,0,1958,RFn,1,275,TA,TA,0,0,0,0,0,0,0,114500
110,14226,Lvl,1Fam,1Story,8,5,Hip,375,Gd,TA,Gd,TA,Av,Unf,0,Unf,0,1935,1935,Gd,1973,0,0,1973,0,0,2,0,3,1,Gd,9,1,2006,Fin,3,895,TA,TA,315,45,0,0,0,0,0,395000
32,4500,Lvl,TwnhsE,1Story,6,5,Hip,320,TA,TA,Ex,TA,No,GLQ,866,Unf,0,338,1204,Ex,1204,0,0,1204,1,0,2,0,2,1,TA,5,0,1998,Fin,2,412,TA,TA,0,247,0,0,0,0,0,162000
86,11210,Lvl,1Fam,1Story,7,5,Gable,240,Gd,TA,Gd,TA,Av,GLQ,20,Unf,0,1594,1614,Ex,1614,0,0,1614,0,0,2,0,3,1,Gd,7,0,2005,RFn,3,865,TA,TA,144,59,0,0,0,0,0,221500
100,13350,Lvl,1Fam,1Story,5,5,Hip,0,TA,TA,TA,TA,No,ALQ,762,Unf,0,102,864,TA,894,0,0,894,1,0,1,0,3,1,TA,5,1,1974,Unf,2,440,TA,TA,241,0,0,0,0,0,0,142500
60,8400,Lvl,Duplex,1Story,5,5,Gable,320,TA,TA,,,,,0,,0,0,0,TA,2020,0,0,2020,0,0,2,0,4,2,TA,10,2,1977,Unf,2,630,TA,TA,0,0,0,0,0,0,0,144000
78,10530,Lvl,Duplex,SFoyer,6,5,Gable,90,TA,TA,Gd,TA,Gd,GLQ,975,Unf,0,0,975,TA,1004,0,0,1004,1,0,1,0,2,1,TA,4,0,1977,Unf,2,504,TA,TA,0,0,0,0,0,0,0,135000
63,7875,Lvl,1Fam,1Story,7,5,Gable,38,TA,TA,Gd,Gd,No,Unf,0,Unf,0,1237,1237,Gd,1253,0,0,1253,0,0,2,0,3,1,TA,6,1,1995,Fin,2,402,TA,TA,220,21,0,0,0,0,0,176000
65,7153,Lvl,1Fam,2Story,6,5,Gable,0,Gd,Gd,Gd,TA,No,ALQ,387,Unf,0,374,761,Ex,810,793,0,1603,0,0,2,1,3,1,Gd,7,0,1992,RFn,2,484,TA,TA,0,124,0,0,0,0,0,175900
67,16285,Lvl,1Fam,1Story,7,5,Gable,0,Gd,TA,Gd,TA,No,Unf,0,Unf,0,1413,1413,Ex,1430,0,0,1430,0,0,2,0,3,1,Gd,6,0,2001,RFn,2,605,TA,TA,0,33,0,0,0,0,0,187100
,9101,Lvl,1Fam,SFoyer,5,6,Gable,104,TA,Gd,Gd,TA,Av,GLQ,1097,Unf,0,0,1097,Ex,1110,0,0,1110,1,0,1,0,1,1,Gd,4,1,1978,Fin,2,602,TA,TA,303,30,0,0,0,0,0,165500
35,6300,Lvl,1Fam,2.5Unf,6,6,Gable,0,TA,TA,TA,TA,No,Unf,0,Unf,0,742,742,Ex,742,742,0,1484,0,0,2,0,3,1,TA,9,1,,,0,0,,,0,291,134,0,0,0,0,128000
,9790,Lvl,1Fam,1Story,6,5,Gable,0,TA,TA,TA,TA,No,Rec,251,LwQ,630,491,1372,TA,1342,0,0,1342,0,0,2,0,3,1,TA,7,1,1967,Unf,2,457,TA,TA,0,0,0,0,197,0,0,161500
60,10800,Lvl,1Fam,1.5Fin,5,6,Gable,0,TA,Gd,Fa,TA,No,LwQ,686,Unf,0,0,686,TA,966,686,0,1652,1,0,2,0,4,1,TA,7,0,1961,Unf,1,416,TA,TA,0,0,196,0,0,0,1200,139000
76,10142,Lvl,1Fam,2Story,7,5,Gable,0,Gd,TA,Gd,TA,No,GLQ,656,Unf,0,300,956,Ex,956,1128,0,2084,1,0,2,1,4,1,Gd,8,0,2004,RFn,2,618,TA,TA,0,45,0,0,0,0,0,233000
50,6000,Lvl,1Fam,1Story,4,7,Gable,0,TA,TA,TA,TA,No,Unf,0,Unf,0,901,901,Ex,901,0,0,901,0,0,1,0,2,1,TA,4,0,1954,Unf,1,281,Fa,TA,0,0,0,0,0,0,0,107900
,12205,Low,1Fam,2Story,6,8,Gable,157,TA,TA,TA,Fa,Gd,LwQ,568,Unf,0,264,832,Gd,976,1111,0,2087,0,0,2,1,5,1,Gd,9,0,1966,Fin,2,444,TA,TA,133,168,0,0,0,0,0,187500
43,3182,Lvl,TwnhsE,1Story,7,5,Gable,11,Gd,TA,Gd,TA,No,GLQ,16,Unf,0,1129,1145,Ex,1145,0,0,1145,0,0,2,0,2,1,Gd,5,1,2005,Fin,2,397,TA,TA,100,16,0,0,0,0,0,160200
,11333,Lvl,1Fam,SLvl,6,5,Gable,0,TA,TA,Gd,TA,Av,ALQ,539,Unf,0,490,1029,TA,1062,0,0,1062,1,0,1,0,3,1,TA,5,2,1976,RFn,2,539,TA,TA,120,0,0,0,0,0,0,146800
92,9920,Lvl,1Fam,2Story,7,5,Gable,0,Gd,TA,Gd,TA,Av,GLQ,862,Unf,0,255,1117,Ex,1127,886,0,2013,1,0,2,1,3,1,TA,8,1,1997,Unf,2,455,TA,TA,180,130,0,0,0,0,0,269790
76,9158,Lvl,1Fam,1Story,8,5,Gable,140,Gd,TA,Gd,TA,Av,Unf,0,Unf,0,1496,1496,Ex,1496,0,0,1496,0,0,2,0,3,1,Gd,7,0,2007,Fin,2,474,TA,TA,168,130,0,0,0,0,0,225000
,10832,Lvl,1Fam,2Story,7,5,Gable,0,Gd,TA,Gd,TA,No,Unf,0,Unf,0,712,712,Ex,1086,809,0,1895,0,0,2,1,3,1,Gd,7,1,1994,Fin,2,409,TA,TA,143,46,0,0,0,0,500,194500
70,8400,Lvl,1Fam,2Story,6,6,Gable,130,TA,TA,Gd,TA,No,Unf,0,Unf,0,650,650,TA,888,676,0,1564,0,0,2,1,3,1,TA,7,1,1980,Unf,2,476,TA,TA,0,50,0,0,204,0,0,171000
71,8197,Lvl,1Fam,1Story,6,5,Gable,148,TA,TA,TA,TA,No,Unf,0,Unf,0,660,660,Ex,1285,0,0,1285,0,0,1,1,3,1,TA,7,1,1977,RFn,2,528,TA,TA,138,0,0,0,0,0,0,143500
57,7677,Lvl,1Fam,1Story,5,5,Gable,0,TA,TA,TA,TA,No,BLQ,570,Unf,0,203,773,Gd,773,0,0,773,0,0,1,0,2,1,TA,4,0,1953,Unf,1,240,TA,TA,0,0,0,0,0,0,0,110000
104,13518,Lvl,1Fam,2Story,9,5,Hip,860,Ex,TA,Ex,TA,No,Unf,0,Unf,0,1926,1926,Ex,1966,1174,0,3140,0,0,3,1,4,1,Ex,11,2,2009,Fin,3,820,TA,TA,144,78,0,0,0,0,0,485000
60,7200,Lvl,1Fam,1.5Fin,5,7,Gable,252,TA,TA,Gd,TA,No,ALQ,569,Unf,0,162,731,Ex,981,787,0,1768,1,0,1,1,3,1,Gd,7,2,1939,Unf,1,240,TA,TA,0,0,264,0,0,0,0,175000
79,12798,HLS,1Fam,2Story,6,5,Gable,0,TA,TA,Gd,TA,Gd,GLQ,462,Unf,0,154,616,Gd,616,1072,0,1688,1,0,2,1,4,1,Gd,8,0,1997,RFn,2,603,TA,TA,403,114,185,0,0,0,400,200000
40,4800,Lvl,1Fam,1Story,4,7,Gable,0,TA,TA,TA,TA,No,LwQ,197,Unf,0,999,1196,Ex,1196,0,0,1196,1,0,1,0,2,1,TA,5,0,1957,Unf,2,440,TA,TA,0,0,0,0,0,0,0,109900
63,8199,Lvl,1Fam,2Story,7,5,Gable,0,Gd,TA,Gd,TA,Av,GLQ,648,Unf,0,80,728,Ex,728,728,0,1456,1,0,2,1,3,1,Gd,7,1,2005,Fin,2,410,TA,TA,36,18,0,0,0,0,0,189000
107,13891,Lvl,1Fam,2Story,9,5,Hip,424,Ex,TA,Ex,TA,Gd,Unf,0,Unf,0,1734,1734,Ex,1734,1088,0,2822,0,0,3,1,4,1,Ex,12,1,2009,RFn,3,1020,TA,TA,52,170,0,0,192,0,0,582933
75,9000,Lvl,1Fam,1Story,5,5,Gable,0,TA,TA,TA,TA,No,LwQ,812,Unf,0,124,936,TA,1128,0,0,1128,0,0,1,0,2,1,TA,5,0,1954,Unf,1,286,TA,TA,0,0,0,0,0,0,0,118000
91,12274,Lvl,1Fam,1Story,7,5,Gable,256,Gd,TA,Gd,TA,No,Unf,0,Unf,0,1417,1417,Ex,1428,0,0,1428,0,0,2,0,3,1,Ex,6,0,2008,RFn,2,554,TA,TA,0,60,0,0,0,0,0,227680
75,9750,Lvl,1Fam,SLvl,5,5,Gable,0,TA,TA,TA,TA,Av,ALQ,400,Rec,480,100,980,Gd,980,0,0,980,0,0,2,0,3,1,TA,6,0,1967,Fin,1,384,TA,TA,68,0,0,0,0,0,0,135500
144,21384,Lvl,1Fam,2Story,5,6,Gable,0,TA,TA,TA,TA,Gd,GLQ,1309,Unf,0,15,1324,Ex,1072,504,0,1576,2,0,1,1,3,1,Gd,6,1,1923,RFn,2,528,TA,TA,0,312,0,0,0,0,0,223500
85,13400,Lvl,1Fam,SLvl,5,5,Gable,1047,TA,TA,TA,TA,Av,ALQ,516,BLQ,128,380,1024,TA,1086,0,0,1086,1,0,1,0,3,1,TA,6,1,1966,RFn,2,484,TA,TA,0,0,0,0,0,0,0,159950
90,8100,Lvl,1Fam,2.5Unf,5,5,Hip,0,TA,TA,TA,TA,No,Unf,0,Unf,0,849,849,TA,1075,1063,0,2138,0,0,2,0,2,3,TA,11,0,1910,Unf,2,360,Fa,Po,40,156,0,0,0,0,0,106000
78,10140,Lvl,1Fam,1Story,6,6,Hip,99,TA,TA,TA,TA,No,ALQ,663,LwQ,377,0,1040,Fa,1309,0,0,1309,1,0,1,1,3,1,Gd,5,1,1974,RFn,2,484,TA,TA,265,0,0,0,0,648,0,181000
,4438,Lvl,TwnhsE,1Story,6,5,Gable,169,Gd,TA,Gd,TA,Gd,GLQ,662,Unf,0,186,848,Ex,848,0,0,848,1,0,1,0,1,1,Gd,4,1,2004,Fin,2,420,TA,TA,140,0,0,0,0,0,0,144500
66,8712,Bnk,1Fam,1Story,5,5,Hip,0,Fa,TA,TA,TA,Av,Unf,0,Unf,0,540,540,TA,1044,0,0,1044,0,0,1,0,2,1,Fa,4,0,1952,Unf,2,504,TA,TA,0,0,0,0,0,0,54,55993
75,9750,Lvl,1Fam,1Story,6,6,Gable,243,TA,TA,TA,TA,No,Rec,608,Unf,0,834,1442,Gd,1442,0,0,1442,0,0,1,1,4,1,TA,7,0,1958,RFn,1,301,TA,TA,0,0,275,0,0,0,500,157900
45,8248,Lvl,1Fam,1.5Fin,5,7,Gable,0,TA,TA,TA,TA,No,Unf,0,Unf,0,686,686,Gd,686,564,0,1250,0,1,1,1,3,1,Fa,7,0,1955,Unf,1,280,TA,TA,207,0,96,0,0,0,0,116000
48,12137,Lvl,1Fam,1Story,7,5,Gable,442,TA,TA,Gd,TA,No,Unf,0,Unf,0,1649,1649,Ex,1661,0,0,1661,0,0,2,0,3,1,Gd,6,0,1998,RFn,2,598,TA,TA,0,34,0,0,0,0,0,224900
,11425,Lvl,1Fam,1Story,5,6,Gable,0,TA,TA,TA,TA,No,BLQ,486,Unf,0,522,1008,Gd,1008,0,0,1008,0,0,1,0,2,1,TA,4,1,1954,RFn,1,275,TA,TA,0,0,120,0,0,0,0,137000
,13265,Lvl,1Fam,1Story,8,5,Hip,148,Gd,TA,Gd,TA,No,GLQ,1218,Unf,0,350,1568,Ex,1689,0,0,1689,1,0,2,0,3,1,Gd,7,2,2002,RFn,3,857,TA,TA,150,59,0,0,0,0,0,271000
80,8816,Lvl,1Fam,SLvl,6,7,Gable,80,TA,TA,TA,TA,Av,GLQ,504,Unf,0,506,1010,Gd,1052,0,0,1052,1,0,1,0,3,1,TA,6,0,1971,Unf,2,440,TA,TA,0,0,0,0,0,0,0,155000
44,6371,Lvl,TwnhsE,1Story,7,5,Gable,128,Gd,TA,Gd,TA,Mn,GLQ,733,Unf,0,625,1358,Ex,1358,0,0,1358,1,0,2,0,2,1,Gd,6,1,2010,RFn,2,484,TA,TA,192,35,0,0,0,0,0,224000
72,7226,Lvl,1Fam,2Story,7,5,Gable,0,Gd,TA,Gd,TA,No,Unf,0,Unf,0,798,798,Ex,798,842,0,1640,0,0,2,1,3,1,Gd,6,0,2003,RFn,2,595,TA,TA,0,45,0,0,0,0,0,183000
60,6000,Bnk,2fmCon,1Story,4,4,Gable,0,Fa,TA,Fa,TA,No,Unf,0,Unf,0,936,936,TA,936,0,0,936,0,0,1,0,2,1,TA,4,0,1974,Unf,2,576,TA,TA,0,32,112,0,0,0,0,93000
,12394,Lvl,1Fam,2Story,7,5,Gable,0,Gd,TA,Gd,TA,Gd,Unf,0,Unf,0,847,847,Ex,847,886,0,1733,0,0,2,1,3,1,Gd,7,1,2003,Fin,2,433,TA,TA,100,48,0,0,0,0,0,225000
60,9900,Lvl,1Fam,1.5Fin,6,7,Gable,0,TA,TA,TA,TA,No,Unf,0,Unf,0,778,778,TA,944,545,0,1489,0,0,2,0,3,1,TA,7,1,1940,Unf,1,240,TA,TA,335,0,0,0,0,0,0,139500
81,11216,Lvl,1Fam,1Story,8,5,Gable,0,Gd,TA,Gd,Gd,No,Unf,0,Unf,0,1489,1489,Ex,1489,0,0,1489,0,0,2,0,3,1,Gd,7,1,2006,RFn,2,776,TA,TA,0,140,0,0,0,0,0,232600
114,14803,Lvl,1Fam,1Story,10,5,Hip,816,Ex,TA,Ex,TA,Av,GLQ,1636,Unf,0,442,2078,Ex,2084,0,0,2084,1,0,2,0,2,1,Ex,7,1,2007,Fin,3,1220,TA,TA,188,45,0,0,0,0,0,385000
50,6130,Lvl,1Fam,1.5Unf,5,6,Gable,0,TA,TA,TA,TA,No,ALQ,784,Unf,0,0,784,Gd,784,0,0,784,1,0,1,0,2,1,Gd,5,0,,,0,0,,,0,0,116,0,0,0,0,109500
